"ficha","idEntidade","codigoBanco","nomeBanco","codigoAgencia","digitoAgencia","nomeAgencia","codigoContaBancaria","digitoConta","nomeConta","aplicacaoAnterior","aplicacaoPeriodo","resgate","rentabilidade","saldoBancario","deposito","chequeTransito","creditoRegularizarBanco","debitoRegularizarBanco","credRegularizarJurisdicionado","debRegularizarJurisdicionado","regularizacao.emissao","regularizacao.numero","regularizacao.historico","regularizacao.origemConciliacao","regularizacao.tipoMovimento","regularizacao.valor"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","15/12/2025 00:00:00","","TRANSFERÊNCIA DE IR., RECEBIDA DO SAE E NÃO CONTABILIZADA","BANCO","ENTRADA","633.59"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/12/2025 00:00:00","","TED DEBITADA DA CONTA 1475, PARA ACERTO DE CONCILIAÇÃO, EFETUADA INCORRETAMENTE NO BANCO","BANCO","ENTRADA","87.34"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/12/2025 00:00:00","","TED DEBITADA DA CONTA 1475, PARA ACERTO DE CONCILIAÇÃO, EFETUADA INCORRETAMENTE NO BANCO","BANCO","ENTRADA","600"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","29/12/2025 00:00:00","","TED DEBITADA DA CONTA 1475, PARA ACERTO DE CONCILIAÇÃO, EFETUADA INCORRETAMENTE NO BANCO","BANCO","ENTRADA","16413"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","29/12/2025 00:00:00","","TED DEBITADA DA CONTA 1475, PARA ACERTO DE CONCILIAÇÃO, EFETUADA INCORRETAMENTE NO BANCO","BANCO","ENTRADA","26932"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","29/12/2025 00:00:00","","TED DEBITADA DA CONTA 1475, PARA ACERTO DE CONCILIAÇÃO, EFETUADA INCORRETAMENTE NO BANCO","BANCO","ENTRADA","10643"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","24/01/2025 00:00:00","","I.N.S.S (N.J CAETANO) PAGAMENTO RECOLHIDO EM DUPLICIDADE BANCO ","BANCO","SAIDA","5337.13"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","12/05/2025 00:00:00","","I.N.S.S REF. JANEIRO/25 - PARTE PATRONAL, PAGAMENTO EFETUADO NO BANCO E NÃO CONTABILIZADO","BANCO","SAIDA","1091.8"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","12/05/2025 00:00:00","","I.N.S.S - EMPREGADOS/AVULSOS DEZEMBRO/24, PAGAMENTO EFETUADO NO BANCO E NÃO CONTABILIZADO","BANCO","SAIDA","235.26"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","22/05/2025 00:00:00","","I.N.S.S RICARDO DONIZETE TABARIM - PAGAMENTO EFETUADO NO BANCO E CONTABILIZADO NA CONTA 1240","BANCO","SAIDA","628.52"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","07/07/2025 00:00:00","","REEMBOLSO DE JUROS DESENVOLVE SP, CREDITADO DA CONTA 1447, EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","24.68"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","11/07/2025 00:00:00","","I.N.S.S, AUTÔNOMOS JUNHO/25, PAGAMENTO EFETUADO NO BANCO E CONTABILIZADO NA CONTA 1229","BANCO","SAIDA","83.49"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","23/07/2025 00:00:00","","I.N.S.S (PARTE PATRONAL) FERNANDA ROBERTA DONINI NÃO CONTABILIZADO","BANCO","SAIDA","693.95"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","14/08/2025 00:00:00","","I.N.S.S AUTÔNOMOS DE JULHO/25 CONTABILIZADO À MENOR","BANCO","SAIDA","0.01"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","01/09/2025 00:00:00","","JOSÉ ROBERTO VILIA ALBERTO - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO (12/06/25 E 01/09/25)","BANCO","SAIDA","1440"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","08/09/2025 00:00:00","","BANCO SANTANDER BRASIL SA (EMPRÉSTIMO)-  PAGAMENTO EFETUADO NO BANCO E NÃO DESCONTADO DO APOSENTADO SR. ROBERTO LUÍS MUNIZ","BANCO","SAIDA","926.42"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/09/2025 00:00:00","","ELEKTRO ELETRICIDADE E SERVIÇOS SA - PAGAMENTO EFETUADO NO BANCO E NÃO CONTABILIZADO","BANCO","SAIDA","1372.79"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/09/2025 00:00:00","","ELEKTRO ELETRICIDADE E SERVIÇO SA - PAGAMENTO EFETUADO NO BANCO E NÃO CONTABILIZADO","BANCO","SAIDA","270.85"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","10/10/2025 00:00:00","","FUPREBEN - PAGAMENTO EFETUADO À MAIOR NO BANCO","BANCO","SAIDA","160.91"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/10/2025 00:00:00","","ELEKTRO ELETRICIDADE E SERVIÇOS SA - FATURA DEBITADA NO BANCO E NÃO CONTABILIZADA","BANCO","SAIDA","319.94"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","22/10/2025 00:00:00","","ELEKTRO ELETRICIDADE E SERVIÇOS SA - FATURA DEBITADA NO BANCO E NÃO CONTABILIZADA","BANCO","SAIDA","376.08"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","31/10/2025 00:00:00","","EVEREST LTDA - PAGAMENTO EFETUADO NO BANCO E CONTABILIZADO EM 14/11/25","BANCO","SAIDA","155156"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","10/11/2025 00:00:00","","LUÍS CARLOS MARTINS (NE 16016) - PAGAMENTO EFETUADO NO BANCO E NÃO CONTABILIZADO","BANCO","SAIDA","11600"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","13/11/2025 00:00:00","","I.N.S.S RLG CONSTRUTORA LTDA - PAGAMENTO EFETUADO NO BANCO E CONTABILIZADO CERTO A CONTA 1513, EM 22/12/25","BANCO","SAIDA","4536.69"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","13/11/2025 00:00:00","","I.N.S.S RLG CONSTRUTORA LTDA - PAGAMENTO JUROS/MULTA, EFETUADO NO BANCO E CONTABILIZADO EM 22/12/25","BANCO","SAIDA","404.66"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","13/11/2025 00:00:00","","REEMBOLSO TARIFA BANCÁRIA,CREDITADO NA CONTA 1439, NÃO CONTABILIZADO","BANCO","SAIDA","13.08"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","24/11/2025 00:00:00","","ELEKTRO ELETRICIDADE E SERVIÇOS SA - PAGAMENTO EFETUADO NO BANCO E NÃO CONTABILIZADO","BANCO","SAIDA","112.08"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","01/12/2025 00:00:00","","REEMBOLSO DE TARIFA BANCÁRIA, CREDITADO A CONTA 1412, NÃO CONTABILIZADO","BANCO","SAIDA","13.08"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","01/12/2025 00:00:00","","I.N.S.S AUTÔNOMOS DE JULHO/25, PAGAMENTO EFETUADO NO BANCO EM 14/08/2025 E NÃO REEMBOLSADO PELA CONTA 1229","BANCO","SAIDA","83.49"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","05/12/2025 00:00:00","","CAD VAL GESTÃO PATRIMONIAL - PAGAMENTO EFETUADO NO BANCO E COTABILIZADO NA CONTA 1220","BANCO","SAIDA","1680.92"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","15/12/2025 00:00:00","","REEMBOLSO DE TARIFA BANCÁRIA, CREDITADO NA CONTA 1246 E NÃO CONTABILIZADO","BANCO","SAIDA","65.4"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/12/2025 00:00:00","","ELEKTRO ELETRICIDADE E SERVIÇOS SA - FATURA DEBITADA NO BANCO E  CONTABILIZADA NA CONTA 1240","BANCO","SAIDA","261.84"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/12/2025 00:00:00","","ELEKTRO ELETRICIDADE E SERVIÇOS SA - FATURA DEBITADA NO BANCO E  NÃO CONTABILIZADA","BANCO","SAIDA","282.16"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/12/2025 00:00:00","","ELEKTRO ELETRICIDADE E SERVIÇOS SA - FATURA DEBITADA NO BANCO E  NÃO CONTABILIZADA ","BANCO","SAIDA","112.08"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","16/12/2025 00:00:00","","ELEKTRO ELETRICIDADE E SERVIÇOS SA - FATURA DEBITADA NO BANCO E  NÃO CONTABILIZADA","BANCO","SAIDA","245.04"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","17/12/2025 00:00:00","","REEMBOLSO DE TARIFA BANCÁRIA, CREDITADA NA CONTA 1412, NÃO CONTABILIZADA","BANCO","SAIDA","26.16"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","17/12/2025 00:00:00","","REEMBOLSO DE TARIFA BANCÁRIA, CREDITADA NA CONTA 1439, NÃO CONTABILIZADA","BANCO","SAIDA","13.08"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","17/12/2025 00:00:00","","REEMBOLSO DE TARIFA BANCÁRIA, CREDITADA NA CONTA 1399, NÃO CONTABILIZADA","BANCO","SAIDA","39.24"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","17/12/2025 00:00:00","","REEMBOLSO DE TARIFA BANCÁRIA, CREDITADA NA CONTA 1397, NÃO CONTABILIZADA","BANCO","SAIDA","26.16"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","17/12/2025 00:00:00","","REEMBOLSO DE TARIFA BANCÁRIA, CREDITADA NA CONTA 1412, NÃO CONTABILIZADA","BANCO","SAIDA","39.24"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","24/12/2025 00:00:00","","FORTE ALIANCA SERVICOS TERCEIRIZADOS LTDA - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","5870.71"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","24/12/2025 00:00:00","","SOCIEDADE HUMANITÁRIA - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","16288.4"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00","","SUPERMERCADO NOVO MILENIO LTDA - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","526.68"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00","","TED, CREDITADA NA CONTA DO FUPREBEN, PARA ACERTO DE CONCILIAÇÃO, EFETUADA INCORRETAMENTE NO BANCO","BANCO","SAIDA","160.91"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00","","JOICE ALINE RIBEIRO  - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","2180.59"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00","","PHTRON MEDIÇÃO LTDA - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","1490"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00",""," WILIAN DE FREITAS - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","10280"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00","","REEMBOLSO DE TARIFA BANCÁRIA, CREDITADO NA CONTA 1452, NÃO CONTABILIZADO","BANCO","SAIDA","26.16"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00","","ALBANO DE FREITAS DIAS - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","1486"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00",""," ANTONIO ANGELO PEREIRA - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","1036.94"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00","","DROGARIA FAMÍLIA CAMPOS LTDA  - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","265.39"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00","","DIRENE DE FÁTIMA DA SILVA - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","97.13"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/12/2025 00:00:00","","BONZÃO COMÉRCIO  - PAGAMENTO EFETUADO EM DUPLICIDADE NO BANCO","BANCO","SAIDA","435.25"
"1210","1","1","Banco do Brasil S.A.","2763","4","AGENCIA BANCO BRASIL VGSUL","0000030006","3","BCO BRASIL - CONTA MOVIMENTO","87627.75","0","0","5336.11","661679.78","0","0","157436.21","227816.39","155051.46","614409.09","30/05/2025 00:00:00","","TRANSFERÊNCIA I.S.S DIAGCENTER - MEDICINA DIAGNÓSTICA LTDA, DEBITADA DA CONTA 1428, NÃO EFETUADA NO BANCO","JURISDICIONADO","ENTRADA","32.73"
